Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
CLDLOW_CAL global CALIPSOCOSP,%,31.096,36.982,-5.886,23.404,17.833,14.332,0.838
CLDMED_CAL global CALIPSOCOSP,%,16.356,17.924,-1.567,13.022,10.476,7.767,0.813
CLDHGH_CAL global CALIPSOCOSP,%,30.594,32.759,-2.164,12.258,14.533,8.003,0.846
TGCLDLWP_OCN global SSMI,g/m^2,58.63,999.999,999.999,28.107,999.999,999.999,999.999
AODVIS global AOD_550,dimensionless,0.152,0.137,0.016,0.097,0.107,0.06,0.841
AODVIS global MACv2,dimensionless,0.152,999.999,999.999,0.097,999.999,999.999,999.999
TREFHT global ERA5,DegC,14.205,14.243,-0.038,14.699,14.898,1.583,0.994
TREFHT land ERA5,DegC,7.804,8.713,-0.909,20.098,20.159,2.754,0.992
TREFHT global MERRA2,DegC,14.205,14.291,-0.086,14.699,15.279,1.357,0.997
TREFHT land MERRA2,DegC,7.804,8.083,-0.279,20.098,20.904,2.195,0.995
TREFMNAV global MERRA2,DegC,12.446,12.258,0.189,15.13,15.833,1.547,0.996
TREFMXAV global MERRA2,DegC,16.025,16.457,-0.433,14.599,15.195,1.829,0.994
TREF_range global MERRA2,K,3.578,4.201,-0.623,3.772,4.865,1.714,0.963
PminusE global GPCP_OAFLux,mm/day,-0.017,-0.111,0.094,2.231,2.261,0.947,0.922
PminusE global COREv2_Flux,mm/day,-0.017,-0.245,0.228,2.272,2.189,1.052,0.898
TCO global OMI-MLS,DU,31.856,30.756,1.1,5.114,6.293,5.401,0.587
