Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
OMEGA-200mb global MERRA2,mbar/day,0.19,-0.098,0.288,12.958,10.654,6.929,0.846
OMEGA-500mb global MERRA2,mbar/day,0.011,0.053,-0.042,22.522,25.103,15.358,0.797
OMEGA-850mb global MERRA2,mbar/day,0.017,0.169,-0.152,28.523,41.152,26.888,0.699
T-850mb global MERRA2,K,281.203,281.315,-0.113,10.11,10.453,0.87,0.997
T-200mb global MERRA2,K,217.302,218.047,-0.745,3.166,3.478,1.755,0.89
TAUXY ocean MERRA2,N/m^2,0.076,0.078,-0.001,0.059,0.057,0.017,0.956
CLDTOT_TAU1.3_ISCCP global ISCCPCOSP,%,47.455,51.985,-4.529,24.369,17.747,13.357,0.868
CLDTOT_TAU1.3_9.4_ISCCP global ISCCPCOSP,%,20.959,33.052,-12.093,9.262,10.8,15.33,0.568
CLDTOT_TAU9.4_ISCCP global ISCCPCOSP,%,26.496,18.933,7.563,17.027,10.879,13.65,0.751
CLDTOT_TAU1.3_MISR global MISRCOSP,%,47.453,53.699,-6.246,24.517,19.475,9.997,0.919
CLDTOT_TAU1.3_9.4_MISR global MISRCOSP,%,20.959,31.999,-11.04,9.343,8.969,11.247,0.831
CLDTOT_TAU9.4_MISR global MISRCOSP,%,26.495,21.7,4.794,17.167,12.412,10.426,0.853
CLDLOW_TAU1.3_MISR global MISRCOSP,%,26.676,32.459,-5.783,20.415,18.179,8.359,0.926
CLDLOW_TAU1.3_9.4_MISR global MISRCOSP,%,12.99,21.391,-8.401,9.651,10.012,8.191,0.902
CLDLOW_TAU9.4_MISR global MISRCOSP,%,13.686,11.068,2.617,11.927,9.369,7.406,0.834
CLDTOT_TAU1.3_MODIS global MODISCOSP,%,46.066,48.833,-2.767,23.973,20.924,10.423,0.909
CLDTOT_TAU1.3_9.4_MODIS global MODISCOSP,%,19.907,24.965,-5.058,8.969,9.399,8.424,0.732
CLDTOT_TAU9.4_MODIS global MODISCOSP,%,26.159,23.867,2.291,16.892,13.976,7.941,0.896
CLDHGH_TAU1.3_MODIS global MODISCOSP,%,14.033,21.016,-6.983,9.831,12.427,9.176,0.883
CLDHGH_TAU1.3_9.4_MODIS global MODISCOSP,%,5.877,10.319,-4.442,3.926,6.616,6.029,0.819
CLDHGH_TAU9.4_MODIS global MODISCOSP,%,8.156,10.697,-2.541,6.424,6.894,4.655,0.831
CLDTOT_CAL global CALIPSOCOSP,%,58.577,67.163,-8.586,22.589,16.867,13.396,0.902
CLDLOW_CAL global CALIPSOCOSP,%,33.234,38.637,-5.403,24.368,19.87,12.219,0.901
CLDMED_CAL global CALIPSOCOSP,%,16.927,17.779,-0.852,13.337,10.412,7.279,0.843
CLDHGH_CAL global CALIPSOCOSP,%,27.894,31.113,-3.219,14.207,15.014,7.425,0.894
TGCLDLWP_OCN global SSMI,g/m^2,60.104,999.999,999.999,26.608,999.999,999.999,999.999
AODVIS global AOD_550,dimensionless,0.161,0.127,0.034,0.093,0.085,0.075,0.72
AODVIS global MACv2,dimensionless,0.161,999.999,999.999,0.093,999.999,999.999,999.999
TREFHT global ERA5,DegC,14.679,14.289,0.39,13.628,14.186,1.612,0.994
TREFHT land ERA5,DegC,9.525,9.272,0.253,18.59,19.099,2.556,0.991
TREFHT global MERRA2,DegC,14.679,14.386,0.294,13.628,14.551,1.634,0.996
TREFHT land MERRA2,DegC,9.525,8.714,0.811,18.59,19.876,2.624,0.993
TREFMNAV global MERRA2,DegC,12.971,12.454,0.517,14.017,15.04,1.912,0.994
TREFMXAV global MERRA2,DegC,16.499,16.52,-0.021,13.592,14.511,1.736,0.995
TREF_range global MERRA2,K,3.529,4.068,-0.539,3.791,4.642,1.479,0.967
PminusE global GPCP_OAFLux,mm/day,0.034,-0.1,0.134,2.447,2.41,1.019,0.924
PminusE global COREv2_Flux,mm/day,0.034,-0.282,0.315,2.499,2.356,1.164,0.898
TCO global OMI-MLS,DU,31.442,32.2,-0.758,4.078,5.449,5.43,0.391
