Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
LHFLX global ERA5,W m-2,89.177,83.138,6.038,53.996,50.065,13.358,0.977
SHFLX global ERA5,W m-2,18.652,16.659,1.993,17.099,17.392,7.708,0.907
PSL global ERA5,mbar,1011.295,1011.389,-0.094,10.301,8.067,2.964,0.977
FSNS global ERA5,W m-2,161.327,163.658,-2.332,63.4,60.176,11.549,0.985
FLNS global ERA5,W m-2,52.604,57.712,-5.108,19.48,18.039,9.798,0.904
NET_FLUX_SRF global ERA5,W m-2,0.894,6.149,-5.254,30.633,30.469,15.302,0.889
PRECT global ERA5,mm/day,3.08,2.919,0.161,2.075,2.241,0.919,0.915
TMQ global ERA5,kg/m2,25.026,24.25,0.776,13.94,14.428,1.964,0.992
U-850mb global ERA5,m s-1,1.083,1.081,0.002,6.396,5.412,1.42,0.984
U-200mb global ERA5,m s-1,15.836,15.654,0.182,11.904,12.247,2.027,0.986
Z3-500mb global ERA5,hectometer,56.566,56.608,-0.042,2.718,2.566,0.207,0.999
OMEGA-200mb global ERA5,mbar/day,0.168,0.005,0.163,10.294,10.938,8.466,0.684
OMEGA-500mb global ERA5,mbar/day,-0.313,0.022,-0.336,20.288,28.098,22.642,0.604
OMEGA-850mb global ERA5,mbar/day,0.456,4.103,-3.647,30.094,61.793,52.909,0.429
T-850mb global ERA5,K,280.985,281.14,-0.155,9.845,11.038,1.166,0.996
T-200mb global ERA5,K,217.963,218.551,-0.588,2.754,2.017,1.77,0.798
TAUXY ocean ERA5,N/m^2,0.085,0.067,0.017,0.051,0.049,0.03,0.887
LHFLX global MERRA2,W m-2,89.177,84.381,4.796,53.996,52.269,13.678,0.971
SHFLX global MERRA2,W m-2,18.652,18.955,-0.304,17.099,20.92,10.219,0.875
PSL global MERRA2,mbar,1011.295,1010.901,0.394,10.301,8.317,2.86,0.976
FSNS global MERRA2,W m-2,161.327,164.071,-2.745,63.4,61.961,14.184,0.976
FLNS global MERRA2,W m-2,52.604,62.119,-9.515,19.48,17.897,12.16,0.921
NET_FLUX_SRF global MERRA2,W m-2,0.894,-1.384,2.278,30.633,27.557,17.227,0.833
PRECT global MERRA2,mm/day,3.08,2.954,0.126,2.075,2.647,1.516,0.822
TMQ global MERRA2,kg/m2,25.026,24.944,0.082,13.94,14.83,1.814,0.994
U-850mb global MERRA2,m s-1,1.083,0.96,0.123,6.396,5.707,1.305,0.984
U-200mb global MERRA2,m s-1,15.836,16.087,-0.251,11.904,11.974,1.936,0.987
Z3-500mb global MERRA2,hectometer,56.566,56.597,-0.031,2.718,2.569,0.203,0.999
OMEGA-200mb global MERRA2,mbar/day,0.168,-0.103,0.271,10.294,9.408,6.188,0.807
OMEGA-500mb global MERRA2,mbar/day,-0.313,0.038,-0.351,20.288,23.889,17.918,0.682
OMEGA-850mb global MERRA2,mbar/day,0.456,0.212,0.244,30.094,36.655,29.668,0.588
T-850mb global MERRA2,K,280.985,281.382,-0.398,9.845,10.109,0.929,0.997
T-200mb global MERRA2,K,217.963,218.64,-0.677,2.754,2.072,1.831,0.787
TAUXY ocean MERRA2,N/m^2,0.085,0.075,0.009,0.051,0.053,0.023,0.921
TREFHT global ERA5,DegC,14.529,14.267,0.262,13.782,14.112,1.227,0.997
TREFHT land ERA5,DegC,9.102,8.905,0.196,18.115,18.833,2.094,0.994
TREFHT global MERRA2,DegC,14.529,14.34,0.189,13.782,14.453,1.295,0.997
TREFHT land MERRA2,DegC,9.102,8.358,0.743,18.115,19.466,2.262,0.995
PminusE global GPCP_OAFLux,mm/day,0.0,-0.132,0.132,2.221,2.166,0.872,0.937
PminusE global COREv2_Flux,mm/day,0.0,-0.291,0.291,2.236,2.099,1.034,0.905
