Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,2.957,2.699,0.258,2.767,2.369,1.385,0.871
TREFHT land_60S90N CRU,DegC,3.844,5.535,-1.691,19.539,19.99,3.269,0.99
RESTOM global ceres_ebaf_toa_v4.1,W/m2,7.926,7.946,-0.02,96.462,95.935,12.023,0.992
SWCF global ceres_ebaf_toa_v4.1,W/m2,-50.122,-49.227,-0.895,36.535,36.987,13.028,0.938
LWCF global ceres_ebaf_toa_v4.1,W/m2,22.302,25.835,-3.532,14.538,14.322,7.412,0.898
U-850mb global ERA-Interim,m/s,1.056,1.068,-0.012,6.368,5.798,1.564,0.971
U-200mb global ERA-Interim,m/s,17.207,16.981,0.225,15.194,14.764,4.215,0.961
Z3-500mb global ERA-Interim,hectometer,56.2,56.403,-0.203,2.722,2.696,0.329,0.995
PSL global ERA-Interim,mbar,1011.536,1011.442,0.094,10.175,8.712,2.577,0.975
PSL global ERA5,mbar,1011.536,1011.539,-0.003,10.175,8.595,2.74,0.971
U-850mb global ERA5,m/s,1.056,1.046,0.01,6.368,5.828,1.562,0.97
U-200mb global ERA5,m/s,17.207,16.976,0.231,15.194,14.671,4.19,0.961
Z3-500mb global ERA5,hectometer,56.2,56.387,-0.187,2.722,2.687,0.318,0.996
TREFHT land ERA-Interim,DegC,1.99,3.14,-1.149,19.679,20.059,3.387,0.989
TREFHT global ERA-Interim,DegC,11.916,12.671,-0.755,15.977,15.886,2.403,0.99
TREFHT land ERA5,DegC,1.99,3.239,-1.248,19.679,20.454,3.77,0.985
TREFHT global ERA5,DegC,11.916,12.492,-0.576,15.977,15.943,2.588,0.988
