Model,Net TOA,Net TOA,Net TOA,Net TOA,Net TOA,SW CRE,SW CRE,SW CRE,SW CRE,SW CRE,LW CRE,LW CRE,LW CRE,LW CRE,LW CRE,prec,prec,prec,prec,prec,tas land,tas land,tas land,tas land,tas land,SLP,SLP,SLP,SLP,SLP,u-200,u-200,u-200,u-200,u-200,u-850,u-850,u-850,u-850,u-850,Zg-500,Zg-500,Zg-500,Zg-500,Zg-500
EC-Earth3-CC,11.996,18.275,13.989,13.114,16.004,10.544,15.021,13.667,12.901,12.618,5.198,7.156,9.075,7.064,6.423,1.002,1.319,1.568,1.337,1.26,2.354,2.542,3.168,2.655,2.26,1.003,1.628,1.218,1.557,1.188,2.365,3.403,3.839,3.737,2.844,0.762,1.058,1.189,1.196,1.031,0.296,0.35,0.353,0.327,0.254
EC-Earth3-Veg-LR,11.995,18.268,14.249,13.332,14.979,11.32,15.699,14.795,13.783,13.424,5.08,7.078,9.479,7.551,6.645,0.984,1.295,1.597,1.333,1.23,2.537,2.954,3.503,2.616,2.239,0.936,1.473,1.264,1.386,1.148,2.14,3.286,3.793,3.512,2.525,0.798,1.101,1.284,1.189,1.137,0.258,0.294,0.32,0.312,0.202
EC-Earth3-Veg,11.709,17.371,13.875,13.217,15.105,10.558,14.65,13.727,13.035,12.695,5.197,7.128,8.926,7.171,6.496,1.007,1.325,1.548,1.355,1.27,2.255,2.416,3.149,2.538,2.109,0.862,1.44,1.104,1.384,1.222,2.125,3.212,3.585,3.497,2.722,0.72,1.028,1.128,1.155,1.077,0.233,0.273,0.304,0.281,0.188
EC-Earth3,11.723,17.503,13.928,13.267,15.024,10.743,14.784,14.071,13.047,12.839,5.125,6.992,8.96,7.215,6.389,1.006,1.303,1.57,1.357,1.278,2.384,2.622,3.38,2.56,2.138,1.027,1.49,1.221,1.399,1.362,2.331,2.942,3.714,3.779,3.061,0.761,0.931,1.169,1.167,1.111,0.249,0.276,0.318,0.283,0.212
FGOALS-f3-L,--,--,--,--,--,13.232,18.09,15.661,15.505,15.373,9.105,10.531,9.63,10.207,9.757,1.22,1.432,1.422,1.721,1.388,2.263,2.961,2.723,2.547,2.57,2.848,3.349,3.046,3.037,2.979,3.238,3.94,3.994,4.007,3.147,1.241,1.549,1.569,1.493,1.307,0.419,0.452,0.436,0.438,0.429
FGOALS-g3,12.012,14.452,14.283,15.91,14.936,12.989,15.017,15.38,19.911,17.043,7.846,9.676,8.974,11.303,9.398,1.441,1.708,1.664,2.076,1.7,2.567,3.274,3.264,2.804,2.715,2.989,2.884,2.949,3.812,3.404,3.136,3.497,3.445,5.213,3.861,1.507,1.928,1.591,1.881,1.78,0.229,0.279,0.236,0.301,0.275
FIO-ESM-2-0,9.542,12.318,10.714,12.488,11.181,--,--,--,--,--,5.498,7.822,7.635,7.195,7.338,1.173,1.511,1.41,1.646,1.42,2.141,2.303,2.426,2.668,2.308,1.856,2.404,1.85,2.277,2.264,2.663,3.867,3.303,3.229,2.68,1.175,1.604,1.275,1.555,1.38,0.237,0.292,0.241,0.271,0.254
GFDL-CM4,7.341,9.766,8.358,11.422,9.34,9.482,11.96,11.358,14.291,12.121,5.103,6.875,6.555,7.418,5.812,0.968,1.349,1.179,1.381,1.15,2.046,2.528,2.505,2.324,2.026,2.187,2.004,2.371,2.731,2.709,2.234,2.723,2.817,3.107,2.675,1.015,1.378,1.158,1.536,1.131,0.308,0.347,0.321,0.342,0.329
GFDL-ESM4,7.641,9.736,10.296,11.16,9.871,9.361,11.863,12.842,14.199,11.724,5.088,6.938,7.508,7.466,5.948,1.041,1.377,1.426,1.476,1.251,1.819,2.342,2.384,2.035,1.868,2.359,2.096,2.849,2.74,2.646,2.238,2.477,2.823,3.709,2.903,1.043,1.383,1.269,1.524,1.262,0.199,0.237,0.224,0.252,0.233
GISS-E2-1-G-CC,11.83,14.017,13.833,16.249,14.43,13.999,17.551,17.091,16.312,17.385,8.541,10.445,10.595,9.733,9.181,1.517,1.78,1.996,2.008,1.646,2.432,2.979,2.802,3.447,2.611,2.221,2.94,2.37,2.55,2.661,4.265,5.629,5.136,5.153,4.418,1.466,1.832,1.719,1.732,1.736,0.341,0.386,0.346,0.357,0.394
GISS-E2-1-G,11.822,14.049,13.754,16.212,14.432,13.968,17.309,17.007,16.322,17.576,8.577,10.462,10.583,9.787,9.397,1.528,1.772,2.012,2.022,1.681,2.481,2.967,2.798,3.473,2.682,2.189,2.924,2.384,2.538,2.524,4.114,5.446,5.153,4.962,4.318,1.457,1.827,1.713,1.75,1.713,0.346,0.398,0.355,0.36,0.393
GISS-E2-1-H,11.665,13.723,13.716,15.732,14.42,14.082,17.722,17.235,16.479,17.91,8.564,10.252,10.727,10.185,9.31,1.637,1.873,2.116,2.215,1.845,3.021,3.709,3.339,3.594,3.112,4.487,4.788,4.596,4.711,4.644,4.071,4.864,4.893,5.855,4.239,1.525,1.89,1.803,1.884,1.692,0.462,0.492,0.471,0.5,0.489
GISS-E2-2-H,12.977,14.468,15.879,18.45,15.369,14.086,16.648,17.358,18.022,17.422,8.04,10.046,10.455,10.627,8.692,1.749,2.018,2.212,2.391,1.888,3.345,3.343,3.706,4.232,3.464,4.293,4.521,4.326,4.618,4.35,3.453,4.789,4.123,5.271,4.017,1.542,1.823,1.737,2.078,1.711,0.934,0.925,0.88,0.996,0.975
INM-CM4-8,12.258,15.797,13.349,15.382,16.944,13.019,16.66,15.051,17.359,16.354,8.528,10.281,10.289,9.987,10.143,1.377,1.766,1.605,1.882,1.691,2.621,3.234,3.062,3.04,2.82,1.988,2.613,2.098,3.217,2.156,3.553,6.082,4.448,4.124,4.032,1.645,2.197,1.675,2.21,1.825,0.407,0.475,0.402,0.442,0.416
IPSL-CM5A2-INCA,11.576,16.089,13.611,14.896,15.502,17.785,21.928,20.214,20.968,20.543,9.42,10.811,12.332,11.242,10.762,1.56,1.894,2.117,1.941,1.798,2.492,3.263,3.105,2.61,2.586,3.218,4.693,2.958,3.209,3.358,4.994,5.765,6.166,5.992,5.467,2.464,3.199,2.566,2.672,2.687,--,--,--,--,--
IPSL-CM6A-LR-INCA,9.108,12.148,10.961,13.342,11.306,11.88,14.168,14.523,15.899,15.341,6.237,7.295,8.937,8.001,6.971,1.549,1.878,1.878,1.812,1.68,2.537,2.94,3.27,2.891,2.572,2.345,2.276,2.912,3.444,2.107,2.713,2.869,4.029,4.554,3.077,1.174,1.589,1.35,1.621,1.295,0.504,0.533,0.527,0.567,0.461
IPSL-CM6A-LR,9.242,12.553,11.103,13.166,11.379,12.585,14.838,15.18,16.198,16.127,6.055,7.138,8.68,7.921,6.893,1.506,1.81,1.818,1.78,1.623,2.596,3.078,3.28,3.039,2.513,2.281,2.27,2.975,3.09,2.141,2.864,2.862,4.429,4.573,3.133,1.15,1.57,1.396,1.544,1.283,0.52,0.553,0.548,0.562,0.488
KACE-1-0-G,9.251,13.613,10.675,11.067,10.93,9.387,13.122,11.903,13.221,11.278,6.917,8.484,9.485,7.98,7.716,1.248,1.507,1.751,1.716,1.467,2.575,3.491,2.971,3.105,2.691,2.122,2.203,2.43,2.651,2.178,2.524,3.56,3.298,3.999,2.946,1.076,1.328,1.239,1.385,1.307,0.133,0.188,0.146,0.167,0.151
KIOST-ESM,--,--,--,--,--,16.194,20.252,19.163,24.931,18.032,8.81,10.863,11.354,11.135,10.064,1.349,1.631,1.713,1.718,1.544,--,--,--,--,--,2.423,2.686,2.776,3.071,2.588,4.143,4.749,4.662,5.453,5.031,1.746,2.097,2.074,2.078,1.996,--,--,--,--,--
MCM-UA-1-0,18.122,22.717,19.125,25.446,21.213,--,--,--,--,--,--,--,--,--,--,1.316,1.587,1.521,1.923,1.577,3.406,4.259,3.937,4.499,3.464,2.527,3.654,2.758,3.547,2.893,3.273,4.539,3.757,5.211,4.243,1.577,2.01,1.649,2.42,1.931,0.426,0.575,0.446,0.486,0.413
MIROC6,12.637,16.798,12.547,15.614,16.685,20.431,21.945,21.707,24.367,22.522,5.286,6.104,6.636,7.329,6.386,1.056,1.504,1.27,1.616,1.214,3.894,4.394,3.522,4.934,4.054,3.466,3.64,3.534,3.916,3.587,2.666,3.759,3.078,4.395,3.038,1.284,1.527,1.394,1.878,1.385,0.36,0.428,0.396,0.397,0.315
MPI-ESM-1-2-HAM,--,--,--,--,--,13.669,15.923,16.948,19.669,15.602,8.433,9.6,10.596,9.771,9.049,1.526,1.994,1.955,2.093,1.606,2.489,2.674,3.158,2.772,2.443,1.707,1.995,1.888,2.548,1.854,2.651,3.574,3.546,3.803,3.144,1.276,1.681,1.534,1.807,1.303,0.285,0.325,0.305,0.338,0.282
MPI-ESM1-2-HR,--,--,--,--,--,10.322,13.33,13.153,16.213,12.449,6.551,8.23,8.448,7.641,7.36,1.252,1.619,1.677,1.754,1.442,1.671,2.04,1.98,2.078,1.787,1.421,1.567,1.695,2.116,1.676,2.718,3.565,3.692,3.369,2.964,1.09,1.374,1.316,1.361,1.269,0.164,0.206,0.196,0.235,0.183
MPI-ESM1-2-LR,--,--,--,--,--,11.71,14.577,13.887,18.766,13.525,6.467,7.824,8.561,8.414,7.175,1.271,1.638,1.675,1.815,1.423,2.215,2.539,2.546,2.592,2.271,1.542,1.646,1.715,2.557,1.884,2.751,3.094,3.274,4.212,3.442,1.178,1.435,1.377,1.771,1.389,0.174,0.205,0.173,0.284,0.208
MRI-ESM2-0,--,--,--,--,--,10.675,13.358,12.556,14.867,14.076,5.514,7.41,7.861,8.285,6.925,1.29,1.638,1.651,1.785,1.66,1.724,2.604,2.026,2.076,1.982,1.83,2.327,2.041,1.95,2.27,4.357,5.247,4.984,4.654,4.461,1.3,1.83,1.415,1.504,1.608,0.27,0.329,0.292,0.288,0.302
NESM3,--,--,--,--,--,13.619,21.625,18.714,20.494,16.597,7.429,11.281,11.323,10.525,8.738,1.231,1.943,1.743,1.717,1.371,2.357,2.848,3.117,2.818,2.461,1.737,2.7,2.481,2.296,1.942,2.901,5.515,4.767,4.116,3.703,1.333,2.132,1.849,1.845,1.585,0.158,0.317,0.28,0.239,0.193
NorCPM1,10.85,12.921,15.036,16.553,12.441,17.999,21.563,21.142,21.558,19.593,8.61,10.108,10.647,10.842,9.632,1.27,1.586,1.695,1.778,1.553,3.686,3.769,4.635,3.901,3.744,2.648,3.107,2.995,2.921,2.893,3.276,3.551,4.148,4.975,3.89,2.264,2.56,2.556,2.623,2.348,0.265,0.272,0.329,0.31,0.275
NorESM2-LM,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.059,1.309,1.558,1.368,1.227,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
NorESM2-MM,9.096,13.46,9.498,13.65,11.938,9.834,11.816,10.996,14.93,12.686,4.596,6.428,6.548,6.045,5.309,0.824,1.059,1.06,1.19,1.037,1.805,2.076,2.089,2.331,1.996,1.825,1.828,2.025,2.07,2.205,2.401,2.893,3.601,2.79,2.605,1.103,1.322,1.436,1.363,1.316,0.183,0.195,0.202,0.226,0.213
SAM0-UNICON,8.585,11.662,10.55,12.353,10.662,10.799,14.76,12.287,14.253,14.362,6.041,9.234,8.228,8.228,7.813,1.223,1.564,1.496,1.585,1.441,2.559,2.814,2.804,2.971,2.686,1.782,2.51,2.013,1.826,2.073,2.229,3.382,3.774,3.022,2.475,1.253,1.858,1.602,1.598,1.387,0.194,0.255,0.202,0.201,0.252
TaiESM1,9.42,12.6,10.935,11.49,11.449,11.714,17.053,14.218,14.415,14.839,6.255,8.2,8.383,7.553,7.624,1.126,1.456,1.485,1.631,1.315,2.271,2.479,2.514,2.828,2.453,1.879,2.219,1.955,2.328,2.153,2.194,3.543,3.23,3.164,2.519,1.256,1.68,1.37,1.686,1.424,0.224,0.264,0.235,0.264,0.25
E3SMv2,8.57,12.023,10.287,12.809,10.657,10.442,13.028,14.051,16.143,12.692,5.41,7.412,7.744,7.718,6.569,1.008,1.385,1.306,1.378,1.269,2.596,3.77,3.492,2.762,2.447,2.462,2.74,2.771,2.64,2.767,2.982,4.19,4.308,4.262,3.104,1.181,1.562,1.592,1.615,1.398,0.241,0.318,0.334,0.267,0.225
E3SMv2 (composite base),8.507,12.092,10.325,12.634,10.484,10.283,13.03,13.899,15.786,12.618,5.221,7.33,7.708,7.38,6.566,0.962,1.334,1.273,1.323,1.251,2.554,3.787,3.454,2.688,2.326,2.294,2.584,2.828,2.599,2.378,2.976,4.138,4.216,4.251,3.226,1.146,1.556,1.549,1.539,1.445,0.23,0.317,0.328,0.255,0.221
E3SMv2 (composite best),8.4,11.88,9.466,12.525,10.521,9.839,12.56,12.906,15.762,12.527,5.284,7.314,7.569,7.543,6.725,0.997,1.382,1.275,1.385,1.319,2.191,3.428,2.864,2.437,2.532,2.306,2.562,2.733,2.618,2.453,2.917,4.123,4.233,4.117,3.094,1.158,1.587,1.514,1.55,1.428,0.163,0.242,0.257,0.229,0.187
