cell_lat,cell_long,note,ibt,dncell1_lat,dncell1_long,ratio1,demand1,dncell2_lat,dncell2_long,ratio2,demand2,cell_id,dncell1_id,dncell2_id
42.087,284.679,Cannonsville,1,-9999,-9999,-9999,-9999,41.7631,285.575,-9999,12.42,,,
42.0889,285.125,Pepacton,1,-9999,-9999,-9999,-9999,41.7631,285.575,-9999,18,,,
41.8622,285.33,Neversink,1,-9999,-9999,-9999,-9999,41.7631,285.575,-9999,4.5,,,
40.4,284.96,DR cannel,1,-9999,-9999,-9999,-9999,40.5287,285.546,-9999,4.3,,,
