4.198787	65.899088
4.299390	65.880850
4.399778	65.862480
4.499954	65.843982
4.599913	65.825355
4.699633	65.806579
4.799116	65.787658
4.898372	65.768603
4.997399	65.749411
5.096194	65.730084
5.194751	65.710615
5.293044	65.690988
5.391096	65.671220
5.488907	65.651313
5.586469	65.631265
5.683781	65.611072
5.780836	65.590732
5.877609	65.570227
5.974128	65.549582
6.070381	65.528784
6.166364	65.507837
6.262081	65.486744
6.357522	65.465497
6.452682	65.444096
6.547557	65.422538
6.642146	65.400824
6.736443	65.378953
6.830434	65.356913
6.924134	65.334718
7.017530	65.312364
7.110623	65.289847
7.203407	65.267168
7.295876	65.244326
7.388027	65.221315
7.479852	65.198138
7.571357	65.174795
7.662529	65.151283
7.753365	65.127599
7.843863	65.103745
7.934016	65.079717
8.023817	65.055513
8.113271	65.031138
8.202365	65.006585
8.291098	64.981856
8.379465	64.956948
8.467442	64.931852
8.555041	64.906572
8.642264	64.881114
8.729091	64.855469
8.815531	64.829640
8.901575	64.803631
8.987221	64.777435
9.072454	64.751049
9.157260	64.724466
9.241640	64.697689
9.325600	64.670725
9.409139	64.643573
9.492246	64.616231
9.574886	64.588680
9.657077	64.560934
9.738831	64.533000
9.820139	64.504875
9.900951	64.476537
9.981298	64.448004
10.061189	64.419280
10.140601	64.390359
10.219503	64.361225
10.297936	64.331901
10.375881	64.302382
10.453303	64.272651
10.530251	64.242735
10.606681	64.212614
10.682597	64.182293
10.758025	64.151787
10.832902	64.121066
10.907292	64.090165
10.981151	64.059065
11.054495	64.027775
11.127316	63.996292
11.199617	63.964623
11.271401	63.932768
11.342659	63.900726
11.413410	63.868507
11.483639	63.836107
11.553352	63.803530
11.622569	63.770785
11.691271	63.737868
11.759494	63.704793
11.827198	63.671547
11.894440	63.638151
11.961190	63.604600
12.027475	63.570901
12.093300	63.537058
12.158627	63.503058
12.223487	63.468916
12.287867	63.434626
12.351745	63.400182
12.415142	63.365593
12.478050	63.330858
12.540442	63.295969
12.602341	63.260934
12.663741	63.225753
12.724613	63.190417
12.784974	63.154934
12.844820	63.119303
12.904148	63.083526
12.962926	63.047593
13.021177	63.011512
13.078891	62.975282
13.136071	62.938907
13.192698	62.902381
13.248756	62.865700
13.304258	62.828872
13.359193	62.791893
13.413565	62.754766
13.467358	62.717488
13.520566	62.680060
13.573191	62.642484
13.625214	62.604755
13.676634	62.566875
13.727446	62.528847
13.777635	62.490665
13.827201	62.452332
13.876135	62.413849
13.924428	62.375215
13.972074	62.336430
14.019058	62.297492
14.065378	62.258403
14.111028	62.219164
14.155992	62.179773
14.200265	62.140231
14.243839	62.100539
14.286695	62.060694
14.328811	62.020696
14.370197	61.980547
14.410839	61.940247
14.450722	61.899798
14.489809	61.859191
14.528120	61.818438
14.565633	61.777535
14.602305	61.736475
14.638161	61.695269
14.673145	61.653909
14.707270	61.612400
14.740499	61.570742
14.772832	61.528936
14.804234	61.486981
14.834724	61.444885
14.864241	61.402641
14.892816	61.360260
14.920434	61.317743
14.947059	61.275091
14.972714	61.232310
14.997397	61.189405
15.021096	61.146380
15.043804	61.103238
15.065544	61.059986
15.086328	61.016630
15.106158	60.973176
15.125053	60.929629
15.143021	60.885993
15.160086	60.842277
15.176274	60.798486
15.191616	60.754626
15.206137	60.710702
15.219870	60.666720
15.232848	60.622685
15.245107	60.578603
15.256685	60.534478
15.267611	60.490314
15.277934	60.446116
15.287691	60.401888
15.296928	60.357633
15.305681	60.313354
15.313997	60.269056
15.321908	60.224739
15.329453	60.180406
15.336680	60.136060
15.343624	60.091701
15.350321	60.047334
15.356782	60.002957
15.363015	59.958572
15.369021	59.914178
15.374794	59.869776
15.380337	59.825365
15.385657	59.780947
15.390740	59.736521
15.395601	59.692088
15.400231	59.647648
15.404631	59.603201
15.408806	59.558747
15.412746	59.514286
15.416461	59.469820
15.419941	59.425348
15.423193	59.380869
15.426209	59.336386
15.428999	59.291897
15.431547	59.247403
15.433865	59.202905
15.435945	59.158402
15.437793	59.113895
15.439399	59.069384
15.440768	59.024869
15.441895	58.980351
15.442778	58.935830
15.443422	58.891307
15.443815	58.846780
15.443964	58.802252
15.443863	58.757722
15.443510	58.713190
15.442909	58.668658
15.442048	58.624125
15.440932	58.579591
15.439559	58.535058
15.437917	58.490525
15.436019	58.445994
15.433847	58.401463
15.431409	58.356935
15.428705	58.312408
15.425713	58.267885
15.422447	58.223365
15.418873	58.178850
15.414945	58.134340
15.410639	58.089838
15.405904	58.045347
15.400706	58.000867
15.395029	57.956402
15.388818	57.911954
