    .20922E+03    11  7     .22121E-21
    .23326E+03    11  8     .32195E-21
    .22039E+03    11  9     .12255E-17
    .14858E+03    11 10     .71179E-20
    .57396E+02    11 11     .57998E-18
   -.37536E+03    12  1     .42395E-22
   -.19200E+03    12  2     .67995E-22
   -.37896E+02    12  3     .10983E-21
    .94692E+02    12  4     .17942E-21
    .21165E+03    12  5     .29822E-21
    .31650E+03    12  6     .50763E-21
    .40896E+03    12  7     .88157E-21
    .48169E+03    12  8     .14851E-20
    .51524E+03    12  9     .64845E-17
    .47402E+03    12 10     .79167E-17
    .31389E+03    12 11     .47676E-17
    .11962E+03    12 12     .48321E-17
   -.73047E+03    13  1     .16923E-21
   -.37164E+03    13  2     .27083E-21
   -.73015E+02    13  3     .43590E-21
    .18089E+03    13  4     .70788E-21
    .40253E+03    13  5     .11659E-20
    .60115E+03    13  6     .19610E-20
    .78166E+03    13  7     .33903E-20
    .94143E+03    13  8     .59790E-20
    .10638E+04    13  9     .26019E-16
    .11078E+04    13 10     .46657E-16
    .10008E+04    13 11     .51348E-16
    .65436E+03    13 12     .68775E-16
    .24691E+03    13 13     .39877E-16
   -.14285E+04    14  1     .67579E-21
   -.72333E+03    14  2     .10797E-20
   -.14152E+03    14  3     .17328E-20
    .34764E+03    14  4     .28010E-20
    .76925E+03    14  5     .45788E-20
    .11434E+04    14  6     .76158E-20
    .14846E+04    14  7     .12990E-19
    .17993E+04    14  8     .48011E-16
    .20789E+04    14  9     .94878E-16
    .22870E+04    14 10     .19035E-15
    .23385E+04    14 11     .34012E-15
    .20854E+04    14 12     .33468E-15
    .13509E+04    14 13     .74471E-15
    .50600E+03    14 14     .32677E-15
   -.41365E+04    15  1     .38255E-20
   -.20869E+04    15  2     .61934E-20
   -.40697E+03    15  3     .10103E-19
    .99310E+03    15  4     .16658E-19
    .21878E+04    15  5     .27883E-19
    .32394E+04    15  6     .47683E-19
    .41995E+04    15  7     .84060E-19
    .51084E+04    15  8     .15470E-18
    .59888E+04    15  9     .30172E-18
    .68297E+04    15 10     .62635E-18
    .75528E+04    15 11     .13249E-17
    .79583E+04    15 12     .24867E-17
    .76785E+04    15 13     .34182E-17
    .62489E+04    15 14     .20723E-13
    .76776E+03    15 15     .19801E-14
    .63760E+04    16  1     .41016E-18
    .64739E+04    16  2     .10408E-17
    .65970E+04    16  3     .26399E-17
    .67516E+04    16  4     .66840E-17
    .69451E+04    16  5     .16843E-16
    .71861E+04    16  6     .42006E-16
    .74835E+04    16  7     .10257E-15
    .78448E+04    16  8     .23981E-15
    .82709E+04    16  9     .51017E-15
    .87453E+04    16 10     .84716E-15
    .92111E+04    16 11     .26504E-15
    .95276E+04    16 12     .62734E-14
    .94079E+04    16 13     .23956E-16
    .83797E+04    16 14     .52050E-16
    .26045E+04    16 15     .32324E-16
    .89777E+03    16 16     .93027E-14
    .62974E+04    17  1     .64452E-18
    .63746E+04    17  2     .16330E-17
    .64717E+04    17  3     .41373E-17
    .65934E+04    17  4     .10473E-16
    .67457E+04    17  5     .26437E-16
    .69355E+04    17  6     .66333E-16
    .71702E+04    17  7     .16437E-15
    .74571E+04    17  8     .39721E-15
    .78005E+04    17  9     .91214E-15
    .81957E+04    17 10     .18703E-14
    .86163E+04    17 11     .27805E-14
    .89879E+04    17 12     .10164E-14
    .91399E+04    17 13     .31464E-13
    .87394E+04    17 14     .99699E-16
    .46530E+04    17 15     .16628E-15
    .26045E+04    17 16     .12930E-15
    .89777E+03    17 17     .37211E-13
    .62353E+04    18  1     .10144E-17
    .62963E+04    18  2     .25664E-17
    .63729E+04    18  3     .64932E-17
    .64689E+04    18  4     .16420E-16
    .65889E+04    18  5     .41451E-16
    .67383E+04    18  6     .10424E-15
    .69233E+04    18  7     .26010E-15
    .71502E+04    18  8     .63902E-15
    .74238E+04    18  9     .15230E-14
    .77446E+04    18 10     .34111E-14
    .81009E+04    18 11     .66225E-14
    .84538E+04    18 12     .80571E-14
    .87067E+04    18 13     .14531E-13
    .86514E+04    18 14     .15797E-12
    .59471E+04    18 15     .43757E-15
    .46530E+04    18 16     .66514E-15
    .26045E+04    18 17     .51718E-15
    .89777E+03    18 18     .14884E-12
    .61862E+04    19  1     .15990E-17
    .62344E+04    19  2     .40399E-17
    .62949E+04    19  3     .10207E-16
    .63707E+04    19  4     .25778E-16
    .64653E+04    19  5     .65025E-16
    .65831E+04    19  6     .16359E-15
    .67290E+04    19  7     .40939E-15
    .69080E+04    19  8     .10140E-14
    .71250E+04    19  9     .24632E-14
    .73819E+04    19 10     .57602E-14
    .76742E+04    19 11     .12448E-13
    .79815E+04    19 12     .22162E-13
    .82491E+04    19 13     .16782E-13
    .83524E+04    19 14     .11086E-12
    .66125E+04    19 15     .74054E-15
    .59471E+04    19 16     .17503E-14
    .46530E+04    19 17     .26605E-14
    .26045E+04    19 18     .20687E-14
    .89777E+03    19 19     .59537E-12
    .61474E+04    20  1     .25237E-17
    .61855E+04    20  2     .63686E-17
    .62334E+04    20  3     .16070E-16
    .62932E+04    20  4     .40531E-16
    .63679E+04    20  5     .10213E-15
    .64608E+04    20  6     .25681E-15
    .65759E+04    20  7     .64322E-15
    .67172E+04    20  8     .15993E-14
    .68887E+04    20  9     .39232E-14
    .70932E+04    20 10     .93844E-14
    .73291E+04    20 11     .21369E-13
    .75856E+04    20 12     .43759E-13
    .78311E+04    20 13     .66840E-13
    .79911E+04    20 14     .10713E-13
    .68735E+04    20 15     .11602E-11
    .66125E+04    20 16     .29622E-14
    .59471E+04    20 17     .70011E-14
    .46530E+04    20 18     .10642E-13
    .26045E+04    20 19     .82749E-14
    .89777E+03    20 20     .23815E-11
    .61166E+04    21  1     .39874E-17
    .61468E+04    21  2     .10052E-16
    .61847E+04    21  3     .25336E-16
    .62320E+04    21  4     .63825E-16
    .62910E+04    21  5     .16063E-15
    .63644E+04    21  6     .40356E-15
    .64552E+04    21  7     .10106E-14
    .65668E+04    21  8     .25167E-14
    .67023E+04    21  9     .62045E-14
    .68644E+04    21 10     .15023E-13
    .70531E+04    21 11     .35177E-13
    .72625E+04    21 12     .77047E-13
    .74738E+04    21 13     .14464E-12
    .76415E+04    21 14     .15745E-12
    .69140E+04    21 15     .11169E-11
    .68735E+04    21 16     .46407E-11
    .66125E+04    21 17     .11849E-13
    .59471E+04    21 18     .28004E-13
    .46530E+04    21 19     .42569E-13
    .26045E+04    21 20     .33100E-13
    .89777E+03    21 21     .95259E-11
    .60923E+04    22  1     .63057E-17
    .61162E+04    22  2     .15883E-16
    .61462E+04    22  3     .39994E-16
    .61836E+04    22  4     .10064E-15
    .62303E+04    22  5     .25301E-15
    .62883E+04    22  6     .63500E-15
    .63600E+04    22  7     .15893E-14
    .64481E+04    22  8     .39589E-14
    .65553E+04    22  9     .97833E-14
    .66836E+04    22 10     .23847E-13
    .68338E+04    22 11     .56717E-13
    .70027E+04    22 12     .12881E-12
    .71786E+04    22 13     .26572E-12
    .73330E+04    22 14     .42537E-12
    .68498E+04    22 15     .89024E-12
    .69140E+04    22 16     .44676E-11
    .68735E+04    22 17     .18563E-10
    .66125E+04    22 18     .47395E-13
    .59471E+04    22 19     .11202E-12
    .46530E+04    22 20     .17027E-12
    .26045E+04    22 21     .13240E-12
    .89777E+03    22 22     .38104E-10
    .60730E+04    23  1     .99792E-17
    .60919E+04    23  2     .25119E-16
    .61157E+04    23  3     .63198E-16
    .61453E+04    23  4     .15889E-15
    .61823E+04    23  5     .39905E-15
    .62281E+04    23  6     .10005E-14
    .62848E+04    23  7     .25021E-14
    .63545E+04    23  8     .62312E-14
    .64392E+04    23  9     .15414E-13
    .65408E+04    23 10     .37706E-13
    .66601E+04    23 11     .90492E-13
    .67953E+04    23 12     .20986E-12
    .69391E+04    23 13     .45531E-12
    .70729E+04    23 14     .84882E-12
    .67447E+04    23 15     .40983E-12
    .68498E+04    23 16     .35609E-11
    .69140E+04    23 17     .17870E-10
    .68735E+04    23 18     .74252E-10
    .66125E+04    23 19     .18958E-12
    .59471E+04    23 20     .44807E-12
    .46530E+04    23 21     .68110E-12
    .26045E+04    23 22     .52960E-12
    .89777E+03    23 23     .15241E-09
    .60577E+04    24  1     .15802E-16
    .60727E+04    24  2     .39754E-16
    .60915E+04    24  3     .99952E-16
    .61150E+04    24  4     .25110E-15
    .61443E+04    24  5     .63010E-15
    .61806E+04    24  6     .15784E-14
    .62254E+04    24  7     .39441E-14
    .62805E+04    24  8     .98172E-14
    .63475E+04    24  9     .24290E-13
    .64279E+04    24 10     .59531E-13
    .65225E+04    24 11     .14363E-12
    .66304E+04    24 12     .33730E-12
    .67467E+04    24 13     .75371E-12
    .68590E+04    24 14     .15191E-11
    .66311E+04    24 15     .46273E-12
    .67447E+04    24 16     .16393E-11
    .68498E+04    24 17     .14244E-10
    .69140E+04    24 18     .71481E-10
    .68735E+04    24 19     .29701E-09
    .66125E+04    24 20     .75832E-12
    .59471E+04    24 21     .17923E-11
    .46530E+04    24 22     .27244E-11
    .26045E+04    24 23     .21184E-11
    .89777E+03    24 24     .60966E-09
    .77967E+04    25  1     .22946E-14
    .78122E+04    25  2     .46275E-14
    .78316E+04    25  3     .93513E-14
    .78560E+04    25  4     .18945E-13
    .78863E+04    25  5     .38501E-13
    .79242E+04    25  6     .78539E-13
    .79713E+04    25  7     .16094E-12
    .80294E+04    25  8     .33158E-12
    .81008E+04    25  9     .68743E-12
    .81878E+04    25 10     .14353E-11
    .82924E+04    25 11     .30201E-11
    .84158E+04    25 12     .64043E-11
    .85571E+04    25 13     .13675E-10
    .87104E+04    25 14     .29316E-10
    .86265E+04    25 15     .60102E-10
    .88325E+04    25 16     .76923E-13
    .90719E+04    25 17     .16378E-12
    .93363E+04    25 18     .32973E-12
    .95996E+04    25 19     .57859E-12
    .98007E+04    25 20     .18485E-08
    .98157E+04    25 21     .16727E-08
    .94274E+04    25 22     .34267E-08
    .83361E+04    25 23     .13144E-10
    .63023E+04    25 24     .19019E-10
    .57988E+03    25 25     .15762E-08
    .69349E+04    26  1     .40614E-14
    .69458E+04    26  2     .81766E-14
    .69595E+04    26  3     .16489E-13
    .69766E+04    26  4     .33318E-13
    .69979E+04    26  5     .67494E-13
    .70244E+04    26  6     .13714E-12
    .70573E+04    26  7     .27968E-12
    .70978E+04    26  8     .57289E-12
    .71473E+04    26  9     .11795E-11
    .72072E+04    26 10     .24428E-11
    .72788E+04    26 11     .50921E-11
    .73623E+04    26 12     .10686E-10
    .74565E+04    26 13     .22563E-10
    .75566E+04    26 14     .47841E-10
    .74715E+04    26 15     .97722E-10
    .76064E+04    26 16     .20983E-09
    .77647E+04    26 17     .26524E-12
    .79435E+04    26 18     .55820E-12
    .81311E+04    26 19     .11029E-11
    .82983E+04    26 20     .18658E-11
    .83827E+04    26 21     .58100E-08
    .82640E+04    26 22     .41061E-08
    .77406E+04    26 23     .15502E-07
    .65488E+04    26 24     .44953E-10
    .15807E+04    26 25     .29331E-10
    .51662E+03    26 26     .56170E-08
    .61704E+04    27  1     .71981E-14
    .61781E+04    27  2     .14472E-13
    .61877E+04    27  3     .29135E-13
    .61997E+04    27  4     .58750E-13
    .62147E+04    27  5     .11870E-12
    .62333E+04    27  6     .24042E-12
    .62562E+04    27  7     .48841E-12
    .62843E+04    27  8     .99569E-12
    .63186E+04    27  9     .20383E-11
    .63598E+04    27 10     .41928E-11
    .64086E+04    27 11     .86706E-11
    .64648E+04    27 12     .18031E-10
    .65271E+04    27 13     .37693E-10
    .65912E+04    27 14     .79097E-10
    .65100E+04    27 15     .16076E-09
    .65961E+04    27 16     .34204E-09
    .66976E+04    27 17     .73034E-09
    .68135E+04    27 18     .90966E-12
    .69382E+04    27 19     .18874E-11
    .70574E+04    27 20     .36418E-11
    .71390E+04    27 21     .12167E-07
    .71194E+04    27 22     .17595E-07
    .68816E+04    27 23     .72145E-08
    .62379E+04    27 24     .68406E-07
    .26526E+04    27 25     .12639E-09
    .14083E+04    27 26     .10452E-09
    .46025E+03    27 27     .20017E-07
    .54916E+04    28  1     .12771E-13
    .54971E+04    28  2     .25650E-13
    .55038E+04    28  3     .51568E-13
    .55123E+04    28  4     .10381E-12
    .55228E+04    28  5     .20931E-12
    .55357E+04    28  6     .42286E-12
    .55517E+04    28  7     .85630E-12
    .55712E+04    28  8     .17389E-11
    .55949E+04    28  9     .35432E-11
    .56232E+04    28 10     .72475E-11
    .56562E+04    28 11     .14888E-10
    .56938E+04    28 12     .30723E-10
    .57345E+04    28 13     .63674E-10
    .57747E+04    28 14     .13238E-09
    .57001E+04    28 15     .26765E-09
    .57533E+04    28 16     .56391E-09
    .58161E+04    28 17     .11941E-08
    .58880E+04    28 18     .25330E-08
    .59661E+04    28 19     .53468E-08
    .60426E+04    28 20     .63186E-11
    .61008E+04    28 21     .21903E-07
    .61062E+04    28 22     .38739E-07
    .59940E+04    28 23     .50266E-07
    .56500E+04    28 24     .39631E-08
    .31742E+04    28 25     .28831E-09
    .23632E+04    28 26     .45042E-09
    .12546E+04    28 27     .37248E-09
    .41004E+03    28 28     .71332E-07
    .48886E+04    29  1     .22680E-13
    .48924E+04    29  2     .45510E-13
    .48971E+04    29  3     .91398E-13
    .49031E+04    29  4     .18375E-12
    .49104E+04    29  5     .36987E-12
    .49195E+04    29  6     .74567E-12
    .49306E+04    29  7     .15062E-11
    .49441E+04    29  8     .30491E-11
    .49604E+04    29  9     .61891E-11
    .49797E+04    29 10     .12601E-10
    .50020E+04    29 11     .25745E-10
    .50269E+04    29 12     .52788E-10
    .50530E+04    29 13     .10860E-09
    .50774E+04    29 14     .22398E-09
    .50108E+04    29 15     .45069E-09
    .50422E+04    29 16     .94066E-09
    .50792E+04    29 17     .19737E-08
    .51212E+04    29 18     .41560E-08
    .51667E+04    29 19     .87483E-08
    .52111E+04    29 20     .18263E-07
    .52447E+04    29 21     .37207E-07
    .52486E+04    29 22     .71527E-07
    .51861E+04    29 23     .11958E-06
    .49913E+04    29 24     .12938E-06
    .32935E+04    29 25     .41820E-09
    .28279E+04    29 26     .10274E-08
    .21054E+04    29 27     .16051E-08
    .11177E+04    29 28     .13274E-08
    .36530E+03    29 29     .25420E-06
    .43524E+04    30  1     .40303E-13
    .43551E+04    30  2     .80818E-13
    .43585E+04    30  3     .16217E-12
    .43626E+04    30  4     .32567E-12
    .43678E+04    30  5     .65468E-12
    .43741E+04    30  6     .13177E-11
    .43818E+04    30  7     .26561E-11
    .43912E+04    30  8     .53635E-11
    .44024E+04    30  9     .10854E-10
    .44155E+04    30 10     .22016E-10
    .44304E+04    30 11     .44779E-10
    .44467E+04    30 12     .91332E-10
    .44631E+04    30 13     .18676E-09
    .44771E+04    30 14     .38257E-09
    .44188E+04    30 15     .76664E-09
    .44361E+04    30 16     .15866E-08
    .44561E+04    30 17     .32995E-08
    .44786E+04    30 18     .68899E-08
    .45022E+04    30 19     .14413E-07
    .45241E+04    30 20     .30062E-07
    .45384E+04    30 21     .61915E-07
    .45339E+04    30 22     .12351E-06
    .44893E+04    30 23     .22879E-06
    .43663E+04    30 24     .35225E-06
    .31847E+04    30 25     .28071E-06
    .29342E+04    30 26     .14903E-08
    .25193E+04    30 27     .36613E-08
    .18757E+04    30 28     .57200E-08
    .99579E+03    30 29     .47303E-08
    .32545E+03    30 30     .90586E-06
    .38756E+04    31  1     .71658E-13
    .38775E+04    31  2     .14362E-12
    .38799E+04    31  3     .28798E-12
    .38828E+04    31  4     .57784E-12
    .38864E+04    31  5     .11604E-11
    .38908E+04    31  6     .23324E-11
    .38961E+04    31  7     .46938E-11
    .39026E+04    31  8     .94593E-11
    .39102E+04    31  9     .19094E-10
    .39191E+04    31 10     .38616E-10
    .39290E+04    31 11     .78259E-10
    .39395E+04    31 12     .15893E-09
    .39494E+04    31 13     .32339E-09
    .39568E+04    31 14     .65874E-09
    .39066E+04    31 15     .13156E-08
    .39149E+04    31 16     .27027E-08
    .39241E+04    31 17     .55758E-08
    .39340E+04    31 18     .11548E-07
    .39435E+04    31 19     .23979E-07
    .39507E+04    31 20     .49775E-07
    .39516E+04    31 21     .10267E-06
    .39392E+04    31 22     .20798E-06
    .39006E+04    31 23     .40380E-06
    .38129E+04    31 24     .71088E-06
    .29707E+04    31 25     .13440E-06
    .28372E+04    31 26     .10003E-05
    .26141E+04    31 27     .53108E-08
    .22445E+04    31 28     .13047E-07
    .16710E+04    31 29     .20384E-07
    .88715E+03    31 30     .16857E-07
    .28994E+03    31 31     .32281E-05
    .30106E+04    32  1     .16714E-15
    .30118E+04    32  2     .33478E-15
    .30132E+04    32  3     .67084E-15
    .30149E+04    32  4     .13449E-14
    .30171E+04    32  5     .26978E-14
    .30197E+04    32  6     .54157E-14
    .30229E+04    32  7     .10882E-13
    .30266E+04    32  8     .21888E-13
    .30309E+04    32  9     .44087E-13
    .30357E+04    32 10     .88941E-13
    .30408E+04    32 11     .17976E-12
    .30456E+04    32 12     .36411E-12
    .30491E+04    32 13     .73920E-12
    .30494E+04    32 14     .15042E-11
    .30032E+04    32 15     .30385E-11
    .30013E+04    32 16     .62367E-11
    .29981E+04    32 17     .12869E-10
    .29929E+04    32 18     .26709E-10
    .29844E+04    32 19     .55774E-10
    .29706E+04    32 20     .11715E-09
    .29480E+04    32 21     .24720E-09
    .29111E+04    32 22     .52221E-09
    .28504E+04    32 23     .10970E-08
    .27503E+04    32 24     .22610E-08
    .20956E+04    32 25     .36770E-08
    .19717E+04    32 26     .69287E-08
    .17926E+04    32 27     .11462E-07
    .15245E+04    32 28     .14570E-07
    .11243E+04    32 29     .10669E-07
    .55892E+03    32 30     .34365E-08
    .22135E+03    32 31     .12194E-04
   0.00000E+00    32 32    0.00000E+00
    .23888E+04    33  1     .26499E-15
    .23895E+04    33  2     .53062E-15
    .23903E+04    33  3     .10628E-14
    .23914E+04    33  4     .21297E-14
    .23927E+04    33  5     .42694E-14
    .23943E+04    33  6     .85638E-14
    .23962E+04    33  7     .17190E-13
    .23983E+04    33  8     .34535E-13
    .24007E+04    33  9     .69451E-13
    .24033E+04    33 10     .13984E-12
    .24057E+04    33 11     .28197E-12
    .24075E+04    33 12     .56942E-12
    .24077E+04    33 13     .11518E-11
    .24049E+04    33 14     .23332E-11
    .23645E+04    33 15     .46879E-11
    .23582E+04    33 16     .95590E-11
    .23497E+04    33 17     .19570E-10
    .23382E+04    33 18     .40244E-10
    .23225E+04    33 19     .83154E-10
    .23007E+04    33 20     .17262E-09
    .22699E+04    33 21     .35970E-09
    .22258E+04    33 22     .75068E-09
    .21613E+04    33 23     .15615E-08
    .20655E+04    33 24     .32074E-08
    .15572E+04    33 25     .52764E-08
    .14495E+04    33 26     .10318E-07
    .13057E+04    33 27     .18719E-07
    .11057E+04    33 28     .29250E-07
    .82055E+03    33 29     .34130E-07
    .41732E+03    33 30     .24528E-07
    .17636E+03    33 31     .19000E-04
   0.00000E+00    33 32    0.00000E+00
   0.00000E+00    33 33    0.00000E+00
    .18955E+04    34  1     .42024E-15
    .18959E+04    34  2     .84127E-15
    .18964E+04    34  3     .16845E-14
    .18971E+04    34  4     .33741E-14
    .18979E+04    34  5     .67607E-14
    .18988E+04    34  6     .13552E-13
    .18999E+04    34  7     .27182E-13
    .19011E+04    34  8     .54555E-13
    .19024E+04    34  9     .10958E-12
    .19036E+04    34 10     .22030E-12
    .19045E+04    34 11     .44333E-12
    .19047E+04    34 12     .89315E-12
    .19033E+04    34 13     .18012E-11
    .18990E+04    34 14     .36355E-11
    .18647E+04    34 15     .72724E-11
    .18567E+04    34 16     .14749E-10
    .18462E+04    34 17     .29997E-10
    .18326E+04    34 18     .61207E-10
    .18145E+04    34 19     .12532E-09
    .17905E+04    34 20     .25743E-09
    .17581E+04    34 21     .53022E-09
    .17138E+04    34 22     .10930E-08
    .16525E+04    34 23     .22468E-08
    .15662E+04    34 24     .45719E-08
    .11695E+04    34 25     .75105E-08
    .10771E+04    34 26     .14833E-07
    .95995E+03    34 27     .27924E-07
    .80547E+03    34 28     .47749E-07
    .59516E+03    34 29     .67416E-07
    .30433E+03    34 30     .65143E-07
    .13287E+03    34 31     .28252E-04
   0.00000E+00    34 32    0.00000E+00
   0.00000E+00    34 33    0.00000E+00
   0.00000E+00    34 34    0.00000E+00
    .15041E+04    35  1     .66657E-15
    .15044E+04    35  2     .13341E-14
    .15047E+04    35  3     .26708E-14
    .15051E+04    35  4     .53478E-14
    .15056E+04    35  5     .10711E-13
    .15061E+04    35  6     .21461E-13
    .15067E+04    35  7     .43017E-13
    .15074E+04    35  8     .86267E-13
    .15080E+04    35  9     .17310E-12
    .15084E+04    35 10     .34758E-12
    .15085E+04    35 11     .69840E-12
    .15079E+04    35 12     .14043E-11
    .15058E+04    35 13     .28253E-11
    .15011E+04    35 14     .56855E-11
    .14725E+04    35 15     .11333E-10
    .14642E+04    35 16     .22881E-10
    .14536E+04    35 17     .46285E-10
    .14399E+04    35 18     .93829E-10
    .14221E+04    35 19     .19063E-09
    .13988E+04    35 20     .38806E-09
    .13682E+04    35 21     .79104E-09
    .13274E+04    35 22     .16121E-08
    .12725E+04    35 23     .32742E-08
    .11976E+04    35 24     .65870E-08
    .88682E+03    35 25     .10744E-07
    .80897E+03    35 26     .21158E-07
    .71340E+03    35 27     .40252E-07
    .59221E+03    35 28     .71430E-07
    .43360E+03    35 29     .10997E-06
    .22074E+03    35 30     .12335E-06
    .97241E+02    35 31     .41130E-04
   0.00000E+00    35 32    0.00000E+00
   0.00000E+00    35 33    0.00000E+00
   0.00000E+00    35 34    0.00000E+00
   0.00000E+00    35 35    0.00000E+00
    .11936E+04    36  1     .10575E-14
    .11938E+04    36  2     .21162E-14
    .11940E+04    36  3     .42355E-14
    .11942E+04    36  4     .84787E-14
    .11945E+04    36  5     .16977E-13
    .11948E+04    36  6     .34001E-13
    .11951E+04    36  7     .68119E-13
    .11954E+04    36  8     .13652E-12
    .11957E+04    36  9     .27373E-12
    .11957E+04    36 10     .54908E-12
    .11954E+04    36 11     .11019E-11
    .11943E+04    36 12     .22122E-11
    .11921E+04    36 13     .44422E-11
    .11876E+04    36 14     .89180E-11
    .11640E+04    36 15     .17724E-10
    .11563E+04    36 16     .35656E-10
    .11464E+04    36 17     .71810E-10
    .11337E+04    36 18     .14479E-09
    .11174E+04    36 19     .29227E-09
    .10963E+04    36 20     .59043E-09
    .10689E+04    36 21     .11928E-08
    .10330E+04    36 22     .24064E-08
    .98554E+03    36 23     .48332E-08
    .92214E+03    36 24     .96116E-08
    .67808E+03    36 25     .15536E-07
    .61344E+03    36 26     .30338E-07
    .53582E+03    36 27     .57603E-07
    .44015E+03    36 28     .10342E-06
    .31885E+03    36 29     .16540E-06
    .16089E+03    36 30     .20078E-06
    .70536E+02    36 31     .59652E-04
   0.00000E+00    36 32    0.00000E+00
   0.00000E+00    36 33    0.00000E+00
   0.00000E+00    36 34    0.00000E+00
   0.00000E+00    36 35    0.00000E+00
   0.00000E+00    36 36    0.00000E+00
